100;605;357;0.5826950073242188
100;589;354;0.5805492401123047
100;650;421;0.6673336029052734
100;604;367;0.6585121154785156
100;612;393;0.7312297821044922
100;597;352;0.6444454193115234
100;781;426;0.7603168487548828
100;581;404;0.6728172302246094
100;566;326;0.6115436553955078
100;602;347;0.5824565887451172
200;1471;848;1.4121532440185547
200;1407;974;4.946231842041016
200;1428;990;1.5037059783935547
200;1320;944;1.3804435729980469
200;1500;847;1.4238357543945312
200;1486;862;1.6069412231445312
200;1332;823;1.5082359313964844
200;1406;829;6.294488906860352
200;1460;886;1.5368461608886719
200;1396;778;1.4164447784423828
300;2186;1288;2.454519271850586
300;2443;1378;2.374887466430664
300;2411;1282;2.4144649505615234
300;2455;1208;2.3632049560546875
300;2374;1364;2.469301223754883
300;2513;1272;5.812406539916992
300;2386;1311;2.6786327362060547
300;2289;1341;3.738880157470703
300;2456;1444;2.871990203857422
300;2510;1341;5.547761917114258
400;3656;2045;3.6635398864746094
400;3255;2016;3.1909942626953125
400;3392;2301;7.689237594604492
400;3745;1799;3.6940574645996094
400;3972;2027;3.8504600524902344
400;3261;1756;3.2334327697753906
400;3269;2055;3.7186145782470703
400;3184;2145;3.2753944396972656
400;3795;2262;4.123926162719727
400;3768;1989;3.5026073455810547
500;4691;2686;4.834413528442383
500;4159;2703;4.266500473022461
500;4220;2456;4.294157028198242
500;4436;2373;4.6329498291015625
500;4446;3000;9.80997085571289
500;4664;2771;4.617929458618164
500;4179;2593;4.289150238037109
500;4247;2699;4.334449768066406
500;4319;2689;4.471778869628906
500;4442;2289;9.179830551147461
600;5579;3276;6.505012512207031
600;5814;3220;5.709648132324219
600;5609;2831;5.448341369628906
600;5318;3021;9.861230850219727
600;5577;3444;5.613803863525391
600;5192;3491;5.199670791625977
600;5733;3320;5.8135986328125
600;5451;3076;10.724067687988281
600;5110;2972;5.181312561035156
600;5293;3423;5.529642105102539
700;6456;3942;6.415128707885742
700;6433;3814;11.969566345214844
700;7047;4266;7.030725479125977
700;6784;3701;6.801605224609375
700;6520;3559;6.400585174560547
700;6331;3908;6.641626358032227
700;6177;3656;6.150007247924805
700;6784;3953;11.403799057006836
700;6695;4200;14.131307601928711
700;6526;3577;6.447315216064453
800;7529;4841;8.077621459960938
800;7805;4669;13.370990753173828
800;7513;4467;7.568836212158203
800;7820;4718;7.737159729003906
800;8119;4993;13.767480850219727
800;7375;4470;7.363080978393555
800;7551;4496;7.455348968505859
800;7859;4447;13.563156127929688
800;7630;4413;7.555484771728516
800;7864;4097;7.529497146606445
900;8770;5049;14.304161071777344
900;8801;5339;8.85009765625
900;8707;5261;8.81195068359375
900;8566;4813;8.84556770324707
900;8538;4952;8.507251739501953
900;8702;5572;13.651609420776367
900;8847;5475;8.814096450805664
900;8325;5115;8.661985397338867
900;9740;5305;14.53852653503418
900;8889;4656;8.713006973266602
1000;10735;5621;15.2435302734375
1000;10928;6024;10.892629623413086
1000;11636;5934;11.113643646240234
1000;10122;6078;10.202884674072266
1000;10648;5618;14.796018600463867
1000;9547;5814;16.551733016967773
1000;11132;6055;10.783195495605469
1000;9770;5396;14.964580535888672
1000;9687;5897;10.181903839111328
1000;10648;6149;15.503168106079102
1100;11844;6054;11.509418487548828
1100;11435;6618;16.017913818359375
1100;11119;5789;10.852336883544922
1100;11137;6851;16.568899154663086
1100;11285;5928;11.186599731445312
1100;11049;6898;11.787652969360352
1100;11520;6904;11.90948486328125
1100;11478;5717;11.486053466796875
1100;11299;6212;11.698484420776367
1100;11350;6054;11.19685173034668
1200;12431;7793;18.171310424804688
1200;12852;6496;12.570858001708984
1200;11962;7592;12.213706970214844
1200;11863;6656;23.47278594970703
1200;12253;6985;12.286663055419922
1200;11981;6978;16.641855239868164
1200;12273;6989;11.865854263305664
1200;12430;6887;17.540931701660156
1200;11866;6821;11.802911758422852
1200;14035;7083;18.524646759033203
1300;13731;8717;13.75126838684082
1300;13080;7836;18.229246139526367
1300;12952;7947;12.80665397644043
1300;14669;8414;19.26875114440918
1300;13447;7278;18.31793785095215
1300;13865;7923;13.689517974853516
1300;13815;7628;18.976211547851562
1300;14430;7581;14.23192024230957
1300;13865;8131;18.796443939208984
1300;13588;8210;13.892889022827148
1400;15350;7607;15.300989151000977
1400;14419;8963;19.6225643157959
1400;14683;9669;14.928579330444336
1400;14931;8428;19.803524017333984
1400;15883;7844;25.29001235961914
1400;14733;7857;20.557165145874023
1400;14691;9070;14.779329299926758
1400;14552;8799;19.39105987548828
1400;14731;8702;14.845609664916992
1400;14519;8523;19.609451293945312
1500;15798;8728;20.39051055908203
1500;16444;8191;15.870809555053711
1500;15529;8903;20.285844802856445
1500;17679;9124;22.064685821533203
1500;16125;10275;16.626358032226562
1500;16530;7669;21.207809448242188
1500;16305;9751;21.152973175048828
1500;16080;9681;16.351699829101562
1500;16051;8309;20.728588104248047
1500;19343;9070;23.71072769165039
1600;19365;10824;23.349285125732422
1600;16830;9480;16.614437103271484
1600;17646;10284;22.39370346069336
1600;17855;10749;23.19788932800293
1600;17531;10963;18.066883087158203
1600;16980;10284;18.77880096435547
1600;16943;9339;22.822141647338867
1600;17680;9297;22.681713104248047
1600;18003;10075;17.7156925201416
1600;17292;10285;23.076295852661133
1700;17804;10215;23.197174072265625
1700;19634;9211;23.381471633911133
1700;18292;10763;18.558979034423828
1700;19008;10904;23.23174476623535
1700;18639;10882;26.329994201660156
1700;18256;10249;24.07240867614746
1700;17919;10098;23.273229598999023
1700;17961;9838;17.607688903808594
1700;18345;10096;23.673057556152344
1700;17939;10103;20.722627639770508
1800;20830;10746;25.121450424194336
1800;21563;11100;25.44546127319336
1800;20490;10993;20.682096481323242
1800;20952;9839;23.926734924316406
1800;22412;12503;29.663562774658203
1800;18491;10984;24.043560028076172
1800;19290;11593;23.93364906311035
1800;19927;11145;24.201631546020508
1800;19962;10237;19.309282302856445
1800;20716;11371;20.830631256103516
1900;21029;12268;25.86054801940918
1900;21200;12276;26.47089958190918
1900;20846;12011;25.846004486083984
1900;22300;11426;26.72410011291504
1900;21008;10962;25.08378028869629
1900;21632;11834;21.20518684387207
1900;23312;13936;23.180007934570312
1900;21015;11273;20.898103713989258
1900;21375;12172;25.969266891479492
1900;23112;13279;28.18584442138672
2000;23536;14102;29.56676483154297
2000;23414;12509;27.595043182373047
2000;21784;12979;27.866125106811523
2000;25096;14336;30.318260192871094
2000;23199;13227;28.975963592529297
2000;22229;13598;28.20897102355957
2000;21403;11817;26.874542236328125
2000;23909;13370;29.19483184814453
2000;26047;11769;29.364585876464844
2000;23307;12905;28.77354621887207
2100;25447;13485;30.56025505065918
2100;23801;12549;28.518199920654297
2100;24031;14289;29.585838317871094
2100;23510;13612;29.329776763916016
2100;24521;13700;29.530763626098633
2100;23557;13271;28.713226318359375
2100;24071;14046;29.38699722290039
