10;23;34;0.1049041748046875;0.003872
10;20;34;0.10967254638671875;0.000624
10;22;34;0.06461143493652344;0.000624
10;21;34;0.06270408630371094;8e-05
10;24;34;0.06318092346191406;8e-05
10;21;34;0.0629425048828125;8e-05
10;22;34;0.06270408630371094;8e-05
10;22;34;0.06270408630371094;8e-05
10;22;34;0.07081031799316406;8e-05
10;24;34;0.08416175842285156;8e-05
50;228;286;0.4401206970214844;0.001488
50;215;286;0.4677772521972656;0.0004
50;221;286;0.45180320739746094;0.0004
50;223;286;0.5247592926025391;0.0004
50;229;286;0.5152225494384766;0.0004
50;223;286;0.48422813415527344;0.0004
50;222;286;0.4658699035644531;0.0004
50;217;286;0.43320655822753906;0.0004
50;224;286;0.45609474182128906;0.0004
50;226;286;0.43773651123046875;0.0004
100;545;672;0.9944438934326172;0.001428
100;544;672;1.0023117065429688;0.000884
100;538;672;0.995635986328125;0.000884
100;528;672;1.016855239868164;0.000884
100;538;672;2.51007080078125;0.000884
100;547;672;1.0342597961425781;0.000884
100;549;672;1.0256767272949219;0.000884
100;539;672;1.0230541229248047;0.000884
100;549;672;1.4424324035644531;0.000884
100;543;672;1.1358261108398438;0.000884
500;3856;4488;14.992475509643555;0.00534
500;3846;4488;13.455629348754883;0.004252
500;3854;4488;19.7145938873291;0.004252
500;3860;4488;8.942842483520508;0.004252
500;3864;4488;15.761375427246094;0.004252
500;3856;4488;8.735179901123047;0.004252
500;3865;4488;10.447263717651367;0.004252
500;3851;4488;7.895946502685547;0.004252
500;3838;4488;13.98468017578125;0.004252
500;3854;4488;9.869575500488281;0.004252
1000;8719;9976;31.96883201599121;0.00888
1000;8701;9976;29.591798782348633;0.008336
1000;8682;9976;34.487009048461914;0.008336
1000;8703;9976;30.15732765197754;0.008336
1000;8698;9976;23.14138412475586;0.008336
1000;8722;9976;21.452903747558594;0.008336
1000;8707;9976;30.647754669189453;0.008336
1000;8715;9976;30.76314926147461;0.008336
1000;8681;9976;30.74049949645996;0.008336
1000;8732;9976;33.27512741088867;0.008336
5000;55162;61808;160.66622734069824;0.041968
5000;55260;61808;159.36851501464844;0.040336
5000;55189;61808;158.72573852539062;0.040336
5000;55170;61808;159.8663330078125;0.040336
5000;55267;61808;159.0275764465332;0.040336
5000;55191;61808;158.36548805236816;0.040336
5000;55261;61808;160.93134880065918;0.040336
5000;55166;61808;158.65206718444824;0.040336
5000;55201;61808;159.08217430114746;0.040336
5000;55239;61808;160.92634201049805;0.040336
10000;120558;133616;334.58518981933594;0.08088
10000;120465;133616;343.95599365234375;0.080336
10000;120388;133616;330.94239234924316;0.080336
10000;120352;133616;331.0985565185547;0.080336
10000;120515;133616;334.0878486633301;0.080336
10000;120520;133616;339.9641513824463;0.080336
10000;120492;133616;334.8057270050049;0.080336
10000;120437;133616;332.6435089111328;0.080336
10000;120532;133616;334.63597297668457;0.080336
10000;120324;133616;335.67237854003906;0.080336
50000;717991;784464;1959.040880203247;0.401424
50000;718237;784464;1979.177474975586;0.400336
50000;718136;784464;1956.3844203948975;0.400336
50000;717987;784464;1980.5326461791992;0.400336
50000;718212;784464;1985.6255054473877;0.400336
50000;718098;784464;1952.4776935577393;0.400336
50000;718043;784464;1952.5914192199707;0.400336
50000;717994;784464;1977.177619934082;0.400336
50000;718055;784464;1949.0158557891846;0.400336
50000;718142;784464;1970.036506652832;0.400336
100000;1536082;1668928;4199.751138687134;0.80088
100000;1536242;1668928;4241.220474243164;0.800336
100000;1536438;1668928;4234.96150970459;0.800336
100000;1536360;1668928;4264.801502227783;0.800336
100000;1536244;1668928;4204.23150062561;0.800336
100000;1536113;1668928;4207.351446151733;0.800336
100000;1536065;1668928;4232.210636138916;0.800336
100000;1535966;1668928;4212.80574798584;0.800336
100000;1535888;1668928;4201.501846313477;0.800336
100000;1536430;1668928;4207.017421722412;0.800336
