10;22;13;0.040531158447265625;0.003776
10;31;21;0.05054473876953125;0.001728
10;23;15;0.042438507080078125;9.6e-05
10;35;27;0.06103515625;0.000544
10;21;18;0.03933906555175781;9.6e-05
10;21;19;0.037670135498046875;9.6e-05
10;31;32;0.04839897155761719;9.6e-05
10;22;19;0.04100799560546875;9.6e-05
10;23;13;0.03790855407714844;9.6e-05
10;24;23;0.04172325134277344;9.6e-05
50;251;148;0.2961158752441406;0.002272
50;277;195;0.308990478515625;0.000124
50;349;149;0.3497600555419922;0.001184
50;403;305;0.4119873046875;0.001268
50;223;127;0.28705596923828125;9.6e-05
50;208;137;0.29015541076660156;9.6e-05
50;223;161;0.29206275939941406;9.6e-05
50;281;231;0.33164024353027344;9.6e-05
50;230;145;0.2675056457519531;9.6e-05
50;234;144;0.3046989440917969;9.6e-05
100;670;366;0.6995201110839844;0.000152
100;651;430;0.6852149963378906;0.000208
100;598;378;0.6411075592041016;0.00018
100;658;426;1.5375614166259766;0.000152
100;623;346;3.1795501708984375;0.000152
100;660;387;0.7658004760742188;0.000152
100;815;347;0.8382797241210938;0.000152
100;598;401;0.6890296936035156;0.000208
100;690;375;0.7879734039306641;0.00018
100;552;360;0.6241798400878906;0.000124
500;4319;2217;8.24427604675293;0.001768
500;5049;2537;14.99485969543457;0.002848
500;4835;2939;12.031793594360352;0.001908
500;4820;2582;6.4525604248046875;0.00116
500;4568;2658;12.63427734375;0.001216
500;4449;2215;15.643835067749023;0.001216
500;4381;2742;6.688833236694336;0.001168
500;4682;2557;10.36214828491211;0.001244
500;4830;2329;6.381034851074219;0.00128
500;5224;2629;9.576797485351562;0.002444
1000;11690;6418;28.11598777770996;0.002376
1000;12375;7531;37.78529167175293;0.002008
1000;10677;6168;29.754638671875;0.001692
1000;11844;6270;28.235912322998047;0.002328
1000;11696;6137;27.962446212768555;0.002168
1000;11074;6080;27.45366096496582;0.003048
1000;12236;6527;31.690359115600586;0.001868
1000;12076;5992;20.963191986083984;0.001972
1000;11931;6321;28.782129287719727;0.001756
1000;11132;5864;20.164966583251953;0.001972
5000;75608;32095;141.2816047668457;0.005364
5000;76237;36671;142.21453666687012;0.00358
5000;74804;35242;171.9076633453369;0.002728
5000;76665;37030;149.32608604431152;0.002868
5000;73355;33303;135.878324508667;0.002728
5000;74413;34763;138.79013061523438;0.003036
5000;73259;36090;138.05055618286133;0.002756
5000;77238;37769;146.77977561950684;0.003748
5000;84344;36004;153.86390686035156;0.0059
5000;79072;43756;150.79927444458008;0.003008
10000;171245;66982;299.00240898132324;0.003232
10000;188896;68353;336.7624282836914;0.00594
10000;183574;70199;323.1043815612793;0.003876
10000;172887;68017;312.0856285095215;0.00326
10000;178574;71728;305.2828311920166;0.003372
10000;187716;72197;319.02289390563965;0.005524
10000;175783;70322;300.23980140686035;0.003344
10000;184496;68328;310.87350845336914;0.003568
10000;189476;72584;321.1040496826172;0.004128
10000;178035;67366;304.8374652862549;0.003512
50000;1989977;355504;2699.3982791900635;0.036348
50000;2038030;387089;2794.905424118042;0.007852
50000;2039377;389237;2824.7745037078857;0.007264
50000;2013993;357067;2717.787027359009;0.007096
50000;2078404;374762;2822.7646350860596;0.008552
50000;2055451;351975;2761.9071006774902;0.007976
50000;2059664;440286;2851.0026931762695;0.007824
50000;1974255;346219;2653.8984775543213;0.006816
50000;2027741;427140;2818.173408508301;0.006872
50000;2013684;351867;2769.214868545532;0.00732
100000;6864901;702810;8518.128395080566;0.047256
100000;6877961;758621;8552.845239639282;0.011324
100000;6886171;776884;8600.192546844482;0.010904
100000;6792100;789479;8484.081506729126;0.010736
100000;6887539;757394;8517.22240447998;0.012904
100000;6856336;788535;8530.61819076538;0.011072
100000;6861879;782362;8563.485383987427;0.010904
100000;6915321;651290;8441.752433776855;0.0111
100000;6789192;721357;8379.66513633728;0.010848
100000;6787754;716765;8383.722305297852;0.01082
