100;626;0.00035221576690673827;608;0.00040094852447509767;850;0.0009600400924682617;781;0.0005364894866943359
200;1592;0.0008666276931762696;1461;0.0011220455169677734;1918;0.0011636018753051758;1812;0.0013376474380493164
300;2474;0.0013486385345458985;2327;0.0017843246459960938;3211;0.0020344734191894533;3106;0.0020274877548217773
400;3647;0.001968121528625488;3395;0.0024529695510864258;4384;0.0025276899337768554;4150;0.0030341863632202147
500;4983;0.002713727951049805;4461;0.0028646707534790037;5756;0.003488969802856445;5341;0.0037900924682617186
600;5964;0.0032010316848754884;5491;0.0035486221313476562;7040;0.004578852653503418;6716;0.0044888734817504885
700;7154;0.003802967071533203;6612;0.004536247253417969;8752;0.005178594589233398;7936;0.005331015586853028
800;8562;0.004870963096618652;7954;0.004989004135131836;9789;0.005799651145935059;9187;0.006253266334533691
900;10172;0.005555295944213867;8936;0.005988597869873047;11464;0.006659245491027832;10483;0.007423305511474609
1000;11016;0.005875682830810547;10072;0.0067847251892089845;13043;0.007419228553771973;11766;0.008331060409545898
1100;12109;0.006436371803283691;11297;0.007563328742980957;14383;0.008230996131896973;13316;0.009271931648254395
1200;13521;0.007162165641784668;12393;0.008087658882141113;15830;0.009445285797119141;15068;0.010356712341308593
1300;14869;0.007773065567016601;13651;0.009017753601074218;17433;0.010418701171875;16269;0.010885882377624511
1400;16070;0.008644175529479981;15158;0.009866738319396972;19060;0.011239457130432128;18029;0.012014532089233398
1500;18000;0.009440374374389649;16447;0.010686111450195313;20973;0.012193846702575683;19401;0.012791132926940918
1600;18737;0.00998070240020752;17236;0.011394739151000977;21876;0.012664270401000977;20315;0.013481640815734863
1700;19991;0.010756850242614746;18655;0.012067437171936035;23746;0.013872933387756348;22315;0.014883899688720703
1800;22001;0.011693644523620605;19650;0.012943911552429199;25432;0.014350461959838866;23385;0.01573474407196045
1900;23519;0.01285536289215088;21549;0.014098000526428223;27265;0.015376996994018555;24770;0.0163405179977417
2000;24482;0.013148021697998048;22847;0.014956855773925781;29036;0.01616547107696533;26711;0.017501688003540038
2100;26050;0.014027261734008789;24342;0.015786290168762207;29983;0.016910862922668458;28044;0.01865086555480957
2200;27639;0.014760684967041016;25034;0.01650404930114746;31990;0.018303179740905763;29271;0.019512009620666505
2300;29621;0.016257429122924806;27017;0.01856708526611328;32741;0.018969130516052247;31407;0.020748186111450195
2400;30662;0.016217613220214845;28952;0.019746971130371094;34724;0.021166133880615234;32761;0.02239525318145752
2500;31914;0.016922402381896972;29410;0.019296765327453613;36159;0.021187257766723634;33734;0.021954035758972167
2600;33126;0.017507195472717285;30366;0.02001492977142334;38410;0.02161855697631836;35805;0.023332905769348145
2700;34766;0.01842052936553955;32106;0.021131300926208497;40195;0.022656011581420898;36842;0.024287104606628418
2800;35923;0.018733692169189454;33094;0.02164332866668701;41346;0.02317533493041992;38595;0.025570201873779296
2900;36725;0.019443440437316894;34888;0.022731256484985352;43091;0.0243023157119751;40402;0.026838111877441406
3000;39972;0.020994091033935548;37040;0.023779654502868654;46329;0.025843048095703126;42324;0.02807300090789795
3100;40679;0.021404027938842773;37642;0.02427821159362793;47796;0.026859974861145018;43304;0.028426337242126464
3200;42507;0.022243380546569824;38440;0.02579004764556885;47916;0.02708280086517334;44215;0.02932705879211426
3300;44222;0.023186278343200684;40151;0.026422524452209474;51399;0.028476595878601074;46916;0.030783367156982423
3400;45062;0.02392721176147461;42545;0.026788043975830077;52803;0.029471683502197265;48060;0.03195962905883789
3500;46918;0.024913740158081055;42790;0.027087020874023437;54021;0.030100417137145997;49246;0.03282153606414795
3600;48444;0.025495409965515137;45037;0.028548240661621094;57407;0.03185026645660401;51579;0.03420820236206055
3700;49608;0.028456902503967284;45320;0.028866267204284667;58442;0.03208169937133789;53083;0.03489120006561279
3800;51617;0.02712407112121582;47139;0.029842591285705565;60605;0.03347868919372558;54374;0.035824704170227054
3900;52648;0.028352880477905275;49811;0.03135521411895752;62374;0.03452811241149902;56000;0.036650443077087404
4000;55593;0.029322052001953126;49759;0.03178651332855224;62980;0.03486156463623047;57384;0.037701416015625
4100;55419;0.02973363399505615;52152;0.03327100276947022;63646;0.03543436527252197;59128;0.03950221538543701
4200;58713;0.03085789680480957;52859;0.033811402320861814;66982;0.036962699890136716;61502;0.04040217399597168
4300;58435;0.030951666831970214;55049;0.03535623550415039;68271;0.037809109687805174;62833;0.04108564853668213
4400;61976;0.03226604461669922;56070;0.03556859493255615;71426;0.039024949073791504;64153;0.04233934879302979
4500;62250;0.0329035758972168;57891;0.03661046028137207;70449;0.03924560546875;66306;0.043714141845703124
4600;63508;0.033281779289245604;57855;0.03710393905639649;71946;0.040262269973754886;67715;0.044643068313598634
4700;65184;0.03420989513397217;59348;0.03770864009857178;75054;0.04186105728149414;69436;0.04555730819702149
4800;67774;0.035620808601379395;62238;0.03930819034576416;76990;0.04326660633087158;71367;0.04754583835601807
4900;70707;0.0380568265914917;64954;0.04264988899230957;79576;0.048233771324157716;72498;0.051956582069396975
5000;70685;0.04027392864227295;65016;0.04530792236328125;78274;0.04760477542877197;74520;0.05241613388061524
5100;70995;0.04177181720733643;67125;0.045698356628417966;81289;0.04850258827209473;76251;0.05609908103942871
5200;72037;0.04073972702026367;66926;0.044563698768615725;83738;0.04935474395751953;77560;0.05322394371032715
5300;77282;0.04317131042480469;70672;0.047686219215393066;85224;0.05055470466613769;79371;0.054557275772094724
5400;79417;0.04409105777740478;70767;0.04704756736755371;86881;0.05007903575897217;80584;0.05566320419311523
5500;78080;0.04271535873413086;72749;0.0485795259475708;90037;0.052273225784301755;82901;0.05746002197265625
5600;80961;0.04523143768310547;75278;0.04916360378265381;90658;0.05354971885681152;84227;0.05876402854919434
