100;673;0.0011382818222045899;611;0.0004914522171020508;841;0.000995945930480957;794;0.0006862878799438477
200;1589;0.0015808582305908204;1471;0.0018177032470703125;1928;0.0016997337341308593;1815;0.002851438522338867
300;2485;0.0023435354232788086;2442;0.001766800880432129;3090;0.002667403221130371;3026;0.0030796051025390623
400;3533;0.0026894807815551758;3356;0.0028812408447265623;4471;0.00237119197845459;4104;0.0035932064056396484
500;4840;0.0024150848388671876;4451;0.0032179832458496095;5796;0.003508138656616211;5462;0.005303645133972168
600;5837;0.0031529903411865235;5613;0.003334498405456543;6954;0.004566717147827149;6548;0.006034541130065918
700;7105;0.004253172874450683;6606;0.004574275016784668;8633;0.005647349357604981;7993;0.005360817909240723
800;8411;0.005266237258911133;7886;0.0053136348724365234;9959;0.006449103355407715;9533;0.006356143951416015
900;9500;0.004753255844116211;8858;0.0064537286758422855;11237;0.0070095062255859375;10612;0.00743718147277832
1000;10976;0.005783534049987793;10073;0.007402825355529785;12888;0.006928086280822754;11969;0.00831444263458252
1100;12226;0.0063580751419067385;11397;0.007898759841918946;14009;0.00783073902130127;13227;0.009112977981567382
1200;13706;0.007799339294433594;12291;0.008561968803405762;15980;0.009795641899108887;14786;0.010574054718017579
1300;14894;0.00859849452972412;14007;0.008753108978271484;17687;0.010963797569274902;16006;0.011527252197265626
1400;16584;0.008274435997009277;15021;0.009460139274597167;18937;0.010538172721862794;17975;0.012457060813903808
1500;17816;0.009088563919067382;16318;0.009580159187316894;20566;0.011774516105651856;19463;0.013202548027038574
1600;19187;0.009595346450805665;17453;0.010164761543273925;22329;0.012721014022827149;20580;0.014104771614074706
1700;20720;0.010014009475708009;19131;0.011097931861877441;24106;0.014276075363159179;22471;0.014516091346740723
1800;21330;0.010879421234130859;20463;0.012971782684326172;25770;0.01534583568572998;23822;0.015380048751831054
1900;23176;0.011612224578857421;21248;0.012918210029602051;26943;0.015913057327270507;25386;0.015559887886047364
2000;24323;0.012100601196289062;22608;0.014212965965270996;28063;0.016070294380187988;26750;0.016746091842651366
2100;26934;0.013265204429626466;24751;0.015311431884765626;30433;0.017726612091064454;27875;0.01738457679748535
2200;27282;0.013473320007324218;24991;0.01557304859161377;31423;0.017160701751708984;29671;0.018138909339904787
2300;29217;0.014741468429565429;26796;0.017316484451293947;33051;0.018158912658691406;31308;0.01908283233642578
2400;30189;0.015242505073547363;28001;0.017929482460021972;34481;0.01877937316894531;32702;0.01987013816833496
2500;31698;0.015680265426635743;29441;0.018826723098754883;36068;0.01941187381744385;33613;0.020673704147338868
2600;33744;0.016734933853149413;31323;0.020028519630432128;38186;0.02028312683105469;35834;0.021667885780334472
2700;36696;0.018143630027770995;32593;0.0212479829788208;40403;0.021048712730407714;36759;0.022247910499572754
2800;36230;0.01756589412689209;33658;0.021973443031311036;41503;0.022356200218200683;39018;0.024381232261657716
2900;37578;0.018439388275146483;35111;0.022499895095825194;43195;0.023450207710266114;40945;0.02510373592376709
3000;40867;0.01979098320007324;36562;0.023677802085876463;43789;0.023184943199157714;41630;0.025550460815429686
3100;40576;0.019705033302307128;38277;0.025099658966064455;46871;0.02430577278137207;43908;0.02649378776550293
3200;41923;0.021424269676208495;39000;0.02548189163208008;48598;0.026134586334228514;45486;0.028603243827819824
3300;42689;0.02261495590209961;40691;0.026356959342956544;50629;0.026513123512268068;46759;0.029117321968078612
3400;47928;0.023416590690612794;41879;0.026658010482788087;53292;0.027623891830444336;47477;0.029383540153503418
3500;49751;0.02460348606109619;44226;0.02741894721984863;53739;0.02774622440338135;49376;0.030316257476806642
3600;48990;0.024530911445617677;44433;0.027668023109436037;58682;0.030026769638061522;50970;0.03094637393951416
3700;51200;0.025148844718933104;47161;0.029417777061462404;57692;0.029739189147949218;52926;0.032129430770874025
3800;52764;0.027320480346679686;48500;0.03075106143951416;60109;0.03179922103881836;54462;0.03436872959136963
3900;52924;0.02638571262359619;49224;0.030677938461303712;61736;0.03173344135284424;56837;0.035597944259643556
